ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
APEX FLC LLC*|*B20250206083*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251481065*|*Jul 16 2025  4:03PM*|*1612 HAMPTON PARK WAY*|**|*BAKERSFIELD*|*CA*|*United States*|*93314*|*1612 HAMPTON PARK WAY*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93314*|*1612 HAMPTON PARK WAY*|**|*BAKERSFIELD*|*CA*|*United States*|*93314*|*One Manager*|*FARM LABOR CONTRACTOR
Apex Global Trade Group*|*B20250206930*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1142 S DIAMOND BAR BLVD SUITE 563*|**|*DIAMOND BAR*|*CA*|*United States*|*91765*|*1142 S DIAMOND BAR BLVD SUITE 563*|**|**|*DIAMOND BAR*|*CA*|*United States*|*91765*|**|**|**|**|**|**|**|*
Apex Janitorial Pros Co LLC*|*B20250213057*|*07/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9683 GARFIELD ST*|**|*RIVERSIDE*|*CA*|*United States*|*92503*|*9683 GARFIELD ST*|**|**|*RIVERSIDE*|*CA*|*United States*|*92503*|**|**|**|**|**|**|*All LLC Member(s)*|*
APEX MARKETING SOLUTIONS, INC*|*B20250210477*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12495 BOUGAINVILLEA WAY*|**|*RIVERSIDE*|*CA*|*United States*|*92503*|*12495 BOUGAINVILLEA WAY*|**|**|*RIVERSIDE*|*CA*|*United States*|*92503*|**|**|**|**|**|**|**|*
APEX PRECISION MACHINING LLC*|*B20250207143*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Apex Synergy Trade Consortium*|*B20250206922*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1142 S DIAMOND BAR BLVD SUITE 563*|**|*DIAMOND BAR*|*CA*|*United States*|*91765*|*1142 S DIAMOND BAR BLVD SUITE 563*|**|**|*DIAMOND BAR*|*CA*|*United States*|*91765*|**|**|**|**|**|**|**|*
APEX TRADE LLC*|*B20250202951*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9601 WILSHIRE BLVD STE 800*|**|*BEVERLY HILLS*|*CA*|*United States*|*90211*|*9601 WILSHIRE BLVD STE 800*|**|**|*BEVERLY HILLS*|*CA*|*United States*|*90211*|**|**|**|**|**|**|*One Manager*|*
Apex Window Tinting LLC*|*B20250212850*|*07/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
APGA INTERNATIONAL INC*|*B20250209543*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9000 W SUNSET BLVD STE 1001*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*9000 W SUNSET BLVD STE 1001*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|**|**|**|**|**|**|*
Apollo Global Holdings Inc.*|*B20250206094*|*07/14/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*337 N VINEYARD AVE, SUITE 303*|**|*ONTARIO*|*CA*|*United States*|*91764*|*337 N VINEYARD AVE, SUITE 303*|**|**|*ONTARIO*|*CA*|*United States*|*91764*|**|**|**|**|**|**|**|*
Appliance 625 LLC*|*B20250206206*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251481509*|*Jul 16 2025  4:47PM*|*4560 MISSION GORGE PL*|*APT 114*|*SAN DIEGO*|*CA*|*United States*|*92120*|*4560 MISSION GORGE PL*|*APT 114*|**|*SAN DIEGO*|*CA*|*United States*|*92120*|*4560 MISSION GORGE PL*|*APT 114*|*SAN DIEGO*|*CA*|*United States*|*92120*|*One Manager*|*Appliance Repair Servicee
Approaching Hoofbeats*|*B20250210408*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Approaching Hoofbeats LLC*|*B20250210332*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
APT 1946 LLC*|*B20250206347*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251464198*|*Jul 14 2025  2:03PM*|*5522 VIA MARISOL*|**|*LOS ANGELES*|*CA*|*United States*|*90042*|*5522 VIA MARISOL*|**|**|*LOS ANGELES*|*CA*|*United States*|*90042*|*5522 VIA MARISOL*|**|*LOS ANGELES*|*CA*|*United States*|*90042*|*More Than One Manager*|*Real Estate
Aquacare Pool Services, Inc.*|*B20250209979*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17762 COWAN, ST 200*|**|*IRVINE*|*CA*|*United States*|*92614*|*17762 COWAN, ST 200*|**|**|*IRVINE*|*CA*|*United States*|*92614*|**|**|**|**|**|**|**|*
Aquaflow Plumbing*|*B20250209855*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251491718*|*Jul 18 2025 11:05AM*|*3955 GAMMA ST*|**|*SAN DIEGO*|*CA*|*United States*|*92113*|*3955 GAMMA ST*|**|**|*SAN DIEGO*|*CA*|*United States*|*92113*|**|**|**|**|**|**|**|*PLUMBING
AR CARRIERS INC*|*B20250206250*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5413 CARROTWOOD AVE*|**|*BAKERSFIELD*|*CA*|*United States*|*93313*|*5413 CARROTWOOD AVE*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93313*|**|**|**|**|**|**|**|*
AR Connection Services, LLC*|*B20250208780*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11704 TURO AVE*|*APT 18*|*HAWTHORNE*|*CA*|*United States*|*90250*|*11704 TURO AVE*|*APT 18*|**|*HAWTHORNE*|*CA*|*United States*|*90250*|**|**|**|**|**|**|*One Manager*|*
AR SUMMIT ENTERPRISES INC*|*B20250205577*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5550 W SPRUCE AVE STE 107*|**|*FRESNO*|*CA*|*United States*|*93722*|*5550 W SPRUCE AVE STE 107*|**|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|**|*
ARABBITSHOLEMEDIA LLC*|*B20250208134*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5017*|*STAR MINE WAY*|*ANTIOCH*|*CA*|*United States*|*94531*|*5017*|*STAR MINE WAY*|**|*ANTIOCH*|*CA*|*United States*|*94531*|**|**|**|**|**|**|*All LLC Member(s)*|*
ARACELI & BEN LANDSCAPE LLC*|*B20250209853*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*445 ADAIR ST*|*NA*|*ELVERTA*|*CA*|*United States*|*95626*|*445 ADAIR ST*|*NA*|**|*ELVERTA*|*CA*|*United States*|*95626*|**|**|**|**|**|**|*One Manager*|*
Arbol Vivo LLC*|*B20250205949*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251480325*|*Jul 16 2025  3:00PM*|*4213 HOME AVE*|**|*SAN DIEGO*|*CA*|*United States*|*92105*|*4213 HOME AVE*|**|**|*SAN DIEGO*|*CA*|*United States*|*92105*|*4213 HOME AVE*|**|*SAN DIEGO*|*CA*|*United States*|*92105*|*All LLC Member(s)*|*Tree care and Lawn services.
Arbor Day Productions, Inc.*|*B20250207579*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11693 SAN VICENTE BOULEVARD*|*201*|*LOS ANGELES*|*CA*|*United States*|*90049*|*11693 SAN VICENTE BOULEVARD*|*201*|**|*LOS ANGELES*|*CA*|*United States*|*90049*|**|**|**|**|**|**|**|*
ARBOR LOFTS GP LLC*|*B20250207042*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22 PELICAN WAY*|**|*SAN RAFAEL*|*CA*|*United States*|*94901*|*22 PELICAN WAY*|**|**|*SAN RAFAEL*|*CA*|*United States*|*94901*|**|**|**|**|**|**|*All LLC Member(s)*|*
ARBOR LOFTS LP*|*B20250212262*|*07/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22 PELICAN WAY*|**|*SAN RAFAEL*|*CA*|*United States*|*94901*|*22 PELICAN WAY*|**|**|*SAN RAFAEL*|*CA*|*United States*|*94901*|**|**|**|**|**|**|**|*
Arbor Music LLC*|*B20250209071*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251492972*|*Jul 18 2025  1:19PM*|*135 N CLARK DR APT 5*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90048*|*135 N CLARK DR APT 5*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90048*|*135 N CLARK DR APT 5*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90048*|*All LLC Member(s)*|*Music talent management
Arc3 Ventures LLC*|*B20250206696*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*130 ALHAMBRA STREET*|**|*SAN FRANCISCO*|*CA*|*United States*|*94123*|*130 ALHAMBRA STREET*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94123*|**|**|**|**|**|**|*All LLC Member(s)*|*
Arcadia Alexander Dental Corp.*|*B20250206533*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251492877*|*Jul 18 2025  1:09PM*|*11813 DARBY AVE.*|**|*PORTER RANCH*|*CA*|*United States*|*91326-1321*|*11813 DARBY AVE.*|**|**|*PORTER RANCH*|*CA*|*United States*|*91326-1321*|**|**|**|**|**|**|**|*DENTISTRY
Arcadia Ear Nose and Throat Specialists*|*B20250209433*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2111 S 2ND AVENUE*|**|*ARCADIA*|*CA*|*United States*|*91006*|*2111 S 2ND AVENUE*|**|**|*ARCADIA*|*CA*|*United States*|*91006*|**|**|**|**|**|**|**|*
ArcaMaster Inc*|*B20250209007*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*56 WESTBROOK LN*|**|*POMONA*|*CA*|*United States*|*91766*|*56 WESTBROOK LN*|**|**|*POMONA*|*CA*|*United States*|*91766*|**|**|**|**|**|**|**|*
ARCANA CCG LLC*|*B20250209538*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251479128*|*Jul 16 2025  1:22PM*|*7610 HIGHCLIFF ST*|**|*ROSEMEAD*|*CA*|*United States*|*91770*|*7610 HIGHCLIFF ST*|**|**|*ROSEMEAD*|*CA*|*United States*|*91770*|**|**|**|**|**|**|*One Manager*|*Online retail/eCommerce store specializing in collectible trading cards,
ARCAS CAPITAL, LP*|*B20250214176*|*07/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5185 CHERRY AVENUE*|*SUITE 10*|*SAN JOSE*|*CA*|*United States*|*95118*|*5185 CHERRY AVENUE*|*SUITE 10*|**|*SAN JOSE*|*CA*|*United States*|*95118*|**|**|**|**|**|**|**|*
Arcata Florist LLC*|*B20250205524*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*925 ALLIANCE RD*|**|*ARCATA*|*CA*|*United States*|*95521*|*P.O BOX 1084*|**|**|*BLUE LAKE*|*CA*|*United States*|*95525*|**|**|**|**|**|**|*One Manager*|*
ARCEO Transport LLC*|*B20250210537*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*303 N MARIANNA AVE*|**|*LOS ANGELES*|*CA*|*United States*|*90063*|*303 N MARIANNA AVE*|**|**|*LOS ANGELES*|*CA*|*United States*|*90063*|**|**|**|**|**|**|*One Manager*|*
ARCET INC*|*B20250209532*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1220 ROOSEVELT STE 310*|**|*IRVINE*|*CA*|*United States*|*92620*|*1220 ROOSEVELT STE 310*|**|**|*IRVINE*|*CA*|*United States*|*92620*|**|**|**|**|**|**|**|*
archelux construction Corp.*|*B20250208409*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251481433*|*Jul 16 2025  4:39PM*|*925 BEECHWOOD AVE*|**|*FULLERTON*|*CA*|*United States*|*92835*|*925 BEECHWOOD AVE*|**|**|*FULLERTON*|*CA*|*United States*|*92835*|*925 BEECHWOOD AVE*|**|*FULLERTON*|*CA*|*United States*|*92835*|**|*Construction services
Architect Motors LLC*|*B20250213295*|*07/18/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2900 MAIN STREET*|*BUILDING 140*|*ALAMEDA*|*CA*|*United States*|*94501*|*2900 MAIN STREET*|*BOX 27*|**|*ALAMEDA*|*CA*|*United States*|*94501*|*2900 MAIN STREET*|*BUILDING 140*|*ALAMEDA*|*CA*|*United States*|*94501*|**|*
Archive Collectibles LLC*|*B20250206358*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251494315*|*Jul 18 2025  3:59PM*|*959 JONATHAN CT*|**|*CAMPBELL*|*CA*|*United States*|*95008*|*P.O. BOX 320191*|**|**|*CAMPBELL*|*CA*|*United States*|*95032*|*959 JONATHAN CT*|**|*CAMPBELL*|*CA*|*United States*|*95008*|*One Manager*|*Online resale of collectible toys, LEGO sets, and action figures through
ARCTIC LEOPARD NORTH AMERICA INC*|*B20250206751*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7922 DAY CREEK BLVD*|*8314*|*RANCHO CUCAMONGA*|*CA*|*United States*|*91739*|*7922 DAY CREEK BLVD*|*8314*|**|*RANCHO CUCAMONGA*|*CA*|*United States*|*91739*|**|**|**|**|**|**|**|*
Arctic Valuations Inc*|*B20250208772*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251486241*|*Jul 17 2025  1:14PM*|*9757 BACE AVE*|**|*BAKERSFIELD*|*CA*|*United States*|*93307*|*9757 BACE AVE*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93307*|**|**|**|**|**|**|**|*Home Appraisals
AREF Transportation, LLC*|*B20250207217*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3395 MICHELSON DR*|*UNIT 4578*|*IRVINE*|*CA*|*United States*|*92612*|*3395 MICHELSON DR*|*UNIT 4578*|**|*IRVINE*|*CA*|*United States*|*92612*|**|**|**|**|**|**|*One Manager*|*
AREK ENTERPRISES, INC.*|*B20250208887*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*730 S. CENTRAL AVE.,*|*SUTE 203*|*GLENDALE*|*CA*|*United States*|*91204*|*730 S. CENTRAL AVE.,*|*SUTE 203*|**|*GLENDALE*|*CA*|*United States*|*91204*|**|**|**|**|**|**|**|*
Arellano Personal Private Care Inc.*|*B20250211085*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15037 ATHOL ST*|**|*FONTANA*|*CA*|*United States*|*92335*|*15037 ATHOL ST*|**|**|*FONTANA*|*CA*|*United States*|*92335*|**|**|**|**|**|**|**|*
Arete Intelligent Power Corp.*|*B20250206617*|*07/14/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*46601 FREMONT BLVD*|**|*FREMONT*|*CA*|*United States*|*94538*|*46601 FREMONT BLVD*|**|**|*FREMONT*|*CA*|*United States*|*94538*|*46601 FREMONT BLVD*|**|*FREMONT*|*CA*|*United States*|*94538*|**|*
ARHAM VALLEY LLC*|*B20250207900*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3400 COTTAGE WAY, STE G2 #30562*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #30562*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|**|**|**|**|**|**|*All LLC Member(s)*|*
Arise Academy LLC*|*B20250208540*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*21132 RONALD ST*|**|*ANDERSON*|*CA*|*United States*|*96007*|*3335 PLACER RD #215*|**|**|*REDDING*|*CA*|*United States*|*96001*|**|**|**|**|**|**|*All LLC Member(s)*|*
ARJUNA INVESTMENTS LLC*|*B20250207301*|*07/14/2025*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1060 MICHELANGELO DRIVE*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*1060 MICHELANGELO DRIVE*|**|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*1060 MICHELANGELO DRIVE*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|**|*
ARK C Enterprises LLC*|*B20250209882*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251493624*|*Jul 18 2025  2:35PM*|*2613 MULBERRY LN*|**|*PALMDALE*|*CA*|*United States*|*93551*|*2613 MULBERRY LN*|**|**|*PALMDALE*|*CA*|*United States*|*93551*|*2613 MULBERRY LN*|**|*PALMDALE*|*CA*|*United States*|*93551*|*More Than One Manager*|*Transportation consulting
Ark Ventures Group, LLC*|*B20250206082*|*07/16/2025*|*NEVADA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1446 MONTGOMERY ST*|**|*TUSTIN*|*CA*|*United States*|*92782*|*1446 MONTGOMERY ST*|**|**|*TUSTIN*|*CA*|*United States*|*92782*|*1446 MONTGOMERY ST*|**|*TUSTIN*|*CA*|*United States*|*92782*|**|*
Arman Margaryan LLC*|*B20250199378*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251487965*|*Jul 17 2025  3:46PM*|*10605 TINKER AVE*|**|*TUJUNGA*|*CA*|*United States*|*91042*|*10605 TINKER AVE*|**|**|*TUJUNGA*|*CA*|*United States*|*91042*|**|**|**|**|**|**|*One Manager*|*
Armat Financial, LLC*|*B20250208181*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11334 CALVERT ST*|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91606*|*11334 CALVERT ST*|**|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91606*|**|**|**|**|**|**|*More Than One Manager*|*
Armavisor Security Services LLC*|*B20250206962*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*43874 FIREWOOD WAY*|**|*LANCASTER*|*CA*|*United States*|*93536*|*43874 FIREWOOD WAY*|**|**|*LANCASTER*|*CA*|*United States*|*93536*|**|**|**|**|**|**|*All LLC Member(s)*|*
ArmenianDiaspora.net*|*B20250212681*|*07/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Mutual Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2108 N ST*|*# 13057*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*# 13057*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|**|*
ARMON CARTER PLUMBING INC*|*B20250210756*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1897 PASEO DEL LAGO*|**|*VISTA*|*CA*|*United States*|*92081*|*1897 PASEO DEL LAGO*|**|**|*VISTA*|*CA*|*United States*|*92081*|**|**|**|**|**|**|**|*
ArnMont Inc*|*B20250207305*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251477149*|*Jul 16 2025 10:38AM*|*15322 LASSEN ST*|**|*MISSION HILLS*|*CA*|*United States*|*91345*|*15322 LASSEN ST*|**|**|*MISSION HILLS*|*CA*|*United States*|*91345*|*15322 LASSEN ST*|**|*MISSION HILLS*|*CA*|*United States*|*91345*|**|*Healthcare
ARO Solutions, LLC*|*B20250207339*|*07/14/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*71 SANDPIPER CIRCLE*|**|*CORTE MADERA*|*CA*|*United States*|*94925*|*71 SANDPIPER CIRCLE*|**|**|*CORTE MADERA*|*CA*|*United States*|*94925*|**|**|**|**|**|**|*One Manager*|*
Aroha Next LLC*|*B20250205271*|*07/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4961 VOLTERRA COURT*|**|*DUBLIN*|*CA*|*United States*|*94568*|*4961 VOLTERRA COURT*|**|**|*DUBLIN*|*CA*|*United States*|*94568*|**|**|**|**|**|**|*One Manager*|*
Aroma de Vino, Inc.*|*B20250208844*|*07/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251479271*|*Jul 16 2025  1:36PM*|*5725 BRAVO TORO LANE*|**|*SANTA ROSA*|*CA*|*United States*|*95401*|*5725 BRAVO TORO LANE*|**|**|*SANTA ROSA*|*CA*|*United States*|*95401*|*5725 BRAVO TORO LANE*|**|*SANTA ROSA*|*CA*|*United States*|*95401*|**|*Wine Sales
