ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
Authentic Souls LLC*|*B20250174868*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1536 15TH ST*|**|*LOS OSOS*|*CA*|*United States*|*93402*|*1536 15TH ST*|**|**|*LOS OSOS*|*CA*|*United States*|*93402*|**|**|**|**|**|**|*All LLC Member(s)*|*
Authentically Thrive Marriage & Family Therapy, Inc.*|*B20250167522*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251326620*|*Jun 21 2025  9:50AM*|*501 1ST AVE*|*SUITE 1*|*SAN MATEO*|*CA*|*United States*|*94401*|*501 1ST AVE*|*SUITE 1*|**|*SAN MATEO*|*CA*|*United States*|*94401*|*501 1ST AVE*|*SUITE 1*|*SAN MATEO*|*CA*|*United States*|*94401*|**|*Professional psychotherapy services as a licensed marriage and family th
Autilus Partners LLC*|*B20250166753*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Autistic Movement Inc.*|*B20250169392*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8605 SANTA MONICA BLVD #459760*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #459760*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|**|**|**|**|**|**|*
AUTO DOC ENTERPRISES LLC*|*B20250174944*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5807 TOPANGA CANYON BLVD*|*J106*|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*5807 TOPANGA CANYON BLVD*|*J106*|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|**|**|**|**|**|**|*One Manager*|*
AUTO FREIGHT FACTORING, INC.*|*B20250171575*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4729 LANKERSHIM BLVD*|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91602*|*4729 LANKERSHIM BLVD*|**|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91602*|**|**|**|**|**|**|**|*
Auto Prestige Group*|*B20250171462*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251318274*|*Jun 19 2025  4:35PM*|*12801 MOORPARK ST*|*111*|*STUDIO CITY*|*CA*|*United States*|*91604*|*12801 MOORPARK ST*|*111*|**|*STUDIO CITY*|*CA*|*United States*|*91604*|*12801 MOORPARK ST*|*111*|*STUDIO CITY*|*CA*|*United States*|*91604*|**|*Transportation
Automallmx LLC*|*B20250168261*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2848 AMERICAN AVE*|**|*HAYWARD*|*CA*|*United States*|*94545*|*2848 AMERICAN AVE*|**|**|*HAYWARD*|*CA*|*United States*|*94545*|**|**|**|**|**|**|*All LLC Member(s)*|*
AUTOMATED TOUR MANAGEMENT SOLUTIONS LLC*|*B20250170589*|*06/18/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*119 N GORDON WAY*|**|*LOS ALTOS*|*CA*|*United States*|*94022*|*119 N GORDON WAY*|**|**|*LOS ALTOS*|*CA*|*United States*|*94022*|*119 N GORDON WAY*|**|*LOS ALTOS*|*CA*|*United States*|*94022*|**|*
AUTOPROS LLC*|*B20250173034*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251325513*|*Jun 20 2025 11:07PM*|*19360 RINALDI STREET*|*#245*|*PORTER RANCH*|*CA*|*United States*|*91326*|*19360 RINALDI STREET*|*#245*|**|*PORTER RANCH*|*CA*|*United States*|*91326*|**|**|**|**|**|**|*All LLC Member(s)*|*USED VEHICLE WHOLESALE SALES
AUTOPULSE INC*|*B20250171917*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17855 WILLARD STREET*|**|*RESEDA*|*CA*|*United States*|*91335*|*17855 WILLARD STREET*|**|**|*RESEDA*|*CA*|*United States*|*91335*|**|**|**|**|**|**|**|*
AutoSeek Foundation*|*B20250167777*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251300368*|*Jun 17 2025 11:00AM*|*965 EAST EL CAMINO REAL*|*433*|*SUNNYVALE*|*CA*|*United States*|*94087*|*965 EAST EL CAMINO REAL*|*433*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|**|**|**|**|**|**|**|*
AUTOWAVE WHOLESALE LLC*|*B20250173531*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11525 AEROTEC CT*|**|*RANCHO CORDOVA*|*CA*|*United States*|*95742*|*11525 AEROTEC CT*|**|**|*RANCHO CORDOVA*|*CA*|*United States*|*95742*|**|**|**|**|**|**|*One Manager*|*
AUTOWEAR LLC*|*B20250171501*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251323649*|*Jun 20 2025  2:56PM*|*173 SAWBUCK*|**|*IRVINE*|*CA*|*United States*|*92618*|*173 SAWBUCK*|**|**|*IRVINE*|*CA*|*United States*|*92618*|**|**|**|**|**|**|*One Manager*|*WHOLESALE OF MOBILE HEALTH SENSORS
AutoWerks Transport LLC*|*B20250168861*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251313031*|*Jun 18 2025 10:16PM*|*16958 ROAD 400*|**|*MADERA*|*CA*|*United States*|*93636*|*16958 ROAD 400*|**|**|*MADERA*|*CA*|*United States*|*93636*|**|**|**|**|**|**|*One Manager*|*Auto Transport. Flatbed dry goods transport.
Auvetta Retail LLC*|*B20250166490*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*442 MILTON AVE 1*|**|*SAN BRUNO*|*CA*|*United States*|*94066*|*442 MILTON AVE 1*|**|**|*SAN BRUNO*|*CA*|*United States*|*94066*|**|**|**|**|**|**|*One Manager*|*
AV Fence and Gates Inc.*|*B20250167388*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251304540*|*Jun 17 2025  4:43PM*|*423 W OLIVER ST.*|**|*SAN PEDRO*|*CA*|*United States*|*90731*|*423 W OLIVER ST.*|**|**|*SAN PEDRO*|*CA*|*United States*|*90731*|**|**|**|**|**|**|**|*FENCING
AVAA ENTERTAINMENT LLC*|*B20250174795*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251327383*|*Jun 21 2025 12:34PM*|*8605 SANTA MONICA BLVD #678757*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #678757*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #678757*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*The LLC will provide Video , Photo , Dj , Services
AVALON PROJECT MANAGEMENT INC.*|*B20250168800*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3400 COTTAGE WAY, STE G2*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|**|**|**|**|**|**|**|*
AvAm Technical Services, LLC*|*B20250169407*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251321495*|*Jun 20 2025 11:04AM*|*1545 RIVER PARK DR.*|*SUITE 330*|*SACRAMENTO*|*CA*|*United States*|*95815*|*1545 RIVER PARK DR.*|*SUITE 330*|**|*SACRAMENTO*|*CA*|*United States*|*95815*|*1545 RIVER PARK DR.*|*SUITE 330*|*SACRAMENTO*|*CA*|*United States*|*95815*|*All LLC Member(s)*|*Aircraft and Engine Management and Maintenance
AVANTE GLOBAL CORPORATION*|*B20250170058*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251326142*|*Jun 21 2025  8:07AM*|*3500 W 6TH ST*|*STE 218*|*LOS ANGELES*|*CA*|*United States*|*90020*|*3500 W 6TH ST*|*STE 218*|**|*LOS ANGELES*|*CA*|*United States*|*90020*|**|**|**|**|**|**|**|*COSMETIC EQUIPMENT
AvanTech Strategies Corporation*|*B20250167365*|*06/16/2025*|*VIRGINIA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5299 KEYSER RD*|**|*HUME*|*VA*|*United States*|*22639*|*5299 KEYSER RD*|**|**|*HUME*|*VA*|*United States*|*22639*|**|**|**|**|**|**|**|*
Avatar Luxury LLC*|*B20250170046*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4124 BUCKEYE CT*|**|*LANCASTER*|*CA*|*United States*|*93536*|*44124 BUCKEYE CT*|**|**|*LANCASTER*|*CA*|*United States*|*93536*|**|**|**|**|**|**|*One Manager*|*
Avco Center Land LLC*|*B20250167973*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Not Good*|**|**|*Jan  1 1900 12:00AM*|*10850 WILSHIRE BLVD. SUITE 1250*|**|*LOS ANGELES*|*CA*|*United States*|*90024*|*10850 WILSHIRE BLVD. SUITE 1250*|**|**|*LOS ANGELES*|*CA*|*United States*|*90024*|**|**|**|**|**|**|*More Than One Manager*|*
AVENUE 20 LAND COMPANY, LLC*|*B20250171434*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5286 E. HOME AVENUE*|**|*FRESNO*|*CA*|*United States*|*93727*|*5286 E. HOME AVENUE*|**|**|*FRESNO*|*CA*|*United States*|*93727*|**|**|**|**|**|**|*One Manager*|*
average friends LLC*|*B20250175187*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*712 NOCUMI ST*|**|*VENTURA*|*CA*|*United States*|*93001*|*712 NOCUMI ST*|**|**|*VENTURA*|*CA*|*United States*|*93001*|**|**|**|**|**|**|*All LLC Member(s)*|*
AVG Concepts LLC*|*B20250168533*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*677 48TH AVE APT 1*|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|*677 48TH AVE APT 1*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|**|**|**|**|**|**|*One Manager*|*
AVIATIONX LLC*|*B20250173181*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*420 NORTH DART CANYON ROAD*|**|*CRESTLINE*|*CA*|*United States*|*92325*|*PO BOX 314*|**|**|*CRESTLINE*|*CA*|*United States*|*92325*|**|**|**|**|**|**|*More Than One Manager*|*
Avinya Strategic Partners LLC*|*B20250173076*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251322832*|*Jun 20 2025  1:15PM*|*2807 CHOCOLATE ST*|**|*PLEASANTON*|*CA*|*United States*|*94588*|*2807 CHOCOLATE ST*|**|**|*PLEASANTON*|*CA*|*United States*|*94588*|*2807 CHOCOLATE ST*|**|*PLEASANTON*|*CA*|*United States*|*94588*|*All LLC Member(s)*|*Any lawful purpose
Avoking. Llc*|*B20250167822*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Avosource LLC*|*B20250167914*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251302708*|*Jun 17 2025  2:05PM*|*1918 CABRILLO MESA COURT*|**|*CAMARILLO*|*CA*|*United States*|*93010*|*1918 CABRILLO MESA COURT*|**|**|*CAMARILLO*|*CA*|*United States*|*93010*|**|**|**|**|**|**|*One Manager*|*Packer and distributor of California Avocados
Awesome Josh Inc.*|*B20250170422*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*940 W OLIVE AVE APT A*|*APT A*|*MONROVIA*|*CA*|*United States*|*91016*|*940 W OLIVE AVE*|*APT A*|**|*MONROVIA*|*CA*|*United States*|*91016*|**|**|**|**|**|**|**|*
Axia Electric LLC*|*B20250175060*|*06/20/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*530 TECHNOLOGY DRIVE*|*SUITE 300*|*IRVINE*|*CA*|*United States*|*92618*|*530 TECHNOLOGY DRIVE*|*SUITE 300*|**|*IRVINE*|*CA*|*United States*|*92618*|**|**|**|**|**|**|**|*
Axis Glass, LLC*|*B20250171170*|*06/18/2025*|*SOUTH DAKOTA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*663 NORTH DERBY LANE*|*STE D*|*NORTH SIOUX CITY*|*SD*|*United States*|*57049*|*663 NORTH DERBY LANE*|*STE D*|**|*NORTH SIOUX CITY*|*SD*|*United States*|*57049*|**|**|**|**|**|**|**|*
AYA Healing Centers LLC*|*B20250174493*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*660 W HILLSBORO BLVD*|**|*DEERFIELD BEACH*|*FL*|*United States*|*33441*|*660 W HILLSBORO BLVD*|**|**|*DEERFIELD BEACH*|*FL*|*United States*|*33441*|**|**|**|**|**|**|*More Than One Manager*|*
AYC GOLDEN ACRES LLC*|*B20250166790*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST STREET*|*SUITE R*|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST STREET*|*SUITE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|*All LLC Member(s)*|*
AYERS LAW GROUP, A PROFESSIONAL CORPORATION*|*B20250174183*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*79 SHEARWATER PL*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*79 SHEARWATER PL*|**|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|**|**|**|**|**|**|*
Ayomide LLC*|*B20250168147*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8605 SANTA MONICA BLVD #705500*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #705500*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|**|**|**|**|**|*All LLC Member(s)*|*
AYOOSH INC*|*B20250171068*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2344 ARDEN WAY*|*STE A*|*SACRAMENTO*|*CA*|*United States*|*95825*|*2344 ARDEN WAY*|*STE A*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|**|**|**|**|**|**|**|*
AZ HYBRID, LLC*|*B20250167531*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251312193*|*Jun 18 2025  5:27PM*|*730 VENETO*|**|*IRVINE*|*CA*|*United States*|*92614*|*730 VENETO*|**|**|*IRVINE*|*CA*|*United States*|*92614*|*730 VENETO*|**|*IRVINE*|*CA*|*United States*|*92614*|*All LLC Member(s)*|*Mechanic Shop
Azalea's LLC*|*B20250173467*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10567 GLENVIEW AVE*|**|*CUPERTINO*|*CA*|*United States*|*95014*|*10567 GLENVIEW AVE*|**|**|*CUPERTINO*|*CA*|*United States*|*95014*|**|**|**|**|**|**|*One Manager*|*
Azimuth Studios Inc.*|*B20250170352*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251325560*|*Jun 21 2025 12:27AM*|*11106 LEMAY ST*|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91606*|*11106 LEMAY ST*|**|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91606*|**|**|**|**|**|**|**|*Mixing music scores for Film and TV
AZTECA 7 SIGNS, INC*|*B20250169714*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9347 BIANCA AVE*|**|*NORTHRIDGE*|*CA*|*United States*|*91325*|*9347 BIANCA AVE*|**|**|*NORTHRIDGE*|*CA*|*United States*|*91325*|**|**|**|**|**|**|**|*
AZUL Wellness & Recovery, LLC*|*B20250172103*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251330969*|*Jun 22 2025  9:59PM*|*995 MARSH RD*|*STE 102-150*|*REDWOOD CITY*|*CA*|*United States*|*94063*|*995 MARSH RD*|*STE 102-150*|**|*REDWOOD CITY*|*CA*|*United States*|*94063*|*995 MARSH RD*|*STE 102-150*|*REDWOOD CITY*|*CA*|*United States*|*94063*|*One Manager*|*Health & Wellness
B D C TRUCKING INC*|*B20250175058*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*23930 PINE FIELD DR*|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|*23930 PINE FIELD DR*|**|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|**|**|**|**|**|**|**|*
B Side Programming LLC*|*B20250172168*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251330053*|*Jun 22 2025  2:27PM*|*112 S CORONADO ST*|*APT 1*|*LOS ANGELES*|*CA*|*United States*|*90057*|*112 S CORONADO ST*|*APT 1*|**|*LOS ANGELES*|*CA*|*United States*|*90057*|*112 S CORONADO ST*|*APT 1*|*LOS ANGELES*|*CA*|*United States*|*90057*|*One Manager*|*Film Curation, Development, & Production
B&B On Tap LLC*|*B20250175247*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11686 JAVA ST.*|**|*CYPRESS*|*CA*|*United States*|*90630*|*11686 JAVA ST*|**|**|*CYPRESS*|*CA*|*United States*|*90630*|**|**|**|**|**|**|*All LLC Member(s)*|*
B&P Global Trade Inc*|*B20250169005*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251307846*|*Jun 18 2025 10:41AM*|*11025 PIONEER TRL STE 110*|**|*TRUCKEE*|*CA*|*United States*|*96161*|*14726 RAMONA AVE 424*|**|**|*CHINO*|*CA*|*United States*|*91710*|*11025 PIONEER TRL STE 110*|**|*TRUCKEE*|*CA*|*United States*|*96161*|**|*SERVICE/WHOLESALE
B&V AUTO*|*B20250167489*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5901 WINDING WAY*|*36*|*CHARMICHAEL*|*CA*|*United States*|*95608*|*5901 WINDING WAY*|*36*|**|*CHARMICHAEL*|*CA*|*United States*|*95608*|**|**|**|**|**|**|**|*
B&Y Wellness Enterprise LLC*|*B20250173817*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4109 WEST HARVARD AVENUE*|**|*FRESNO*|*CA*|*United States*|*93722*|*4109 WEST HARVARD AVENUE*|**|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|*One Manager*|*
B. SHANNON INC.*|*B20250168827*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*24481 ROAD 140*|**|*TULARE*|*CA*|*United States*|*93274*|*24481 ROAD 140*|**|**|*TULARE*|*CA*|*United States*|*93274*|**|**|**|**|**|**|**|*
B.D.N Painting Inc.*|*B20250159623*|*06/17/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2129 W 74TH ST*|**|*LOS ANGELES*|*CA*|*United States*|*90047*|*2129 W 74TH ST*|**|**|*LOS ANGELES*|*CA*|*United States*|*90047*|**|**|**|**|**|**|**|*
B.R.G TRANSPORTATION INC*|*B20250175140*|*06/20/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8702 RIVER RD*|**|*PATTERSON*|*CA*|*United States*|*95363*|*8702 RIVER RD*|**|**|*PATTERSON*|*CA*|*United States*|*95363*|**|**|**|**|**|**|**|*
B13 Property Investments LLC*|*B20250166976*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251312417*|*Jun 18 2025  6:22PM*|*72 SIERRA GRANDE CT*|**|*SAN JOSE*|*CA*|*United States*|*95116*|*72 SIERRA GRANDE CT*|**|**|*SAN JOSE*|*CA*|*United States*|*95116*|*72 SIERRA GRANDE CT*|**|*SAN JOSE*|*CA*|*United States*|*95116*|*One Manager*|*Real Estate Investments
B3 Ventures LLC*|*B20250171959*|*06/18/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251318718*|*Jun 19 2025  5:58PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*The purpose of this organization includes, but is not limited to: Tradin
Baba Nanak Enterprises, LLC*|*B20250167651*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*700 E REDLANDS BLVD*|*U-619*|*REDLANDS*|*CA*|*United States*|*92373*|*700 E REDLANDS BLVD*|*U-619*|**|*REDLANDS*|*CA*|*United States*|*92373*|**|**|**|**|**|**|*One Manager*|*
Babar Collective LLC*|*B20250173035*|*06/19/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4652 PARK GRANADA*|*UNIT 174*|*CALABASAS*|*CA*|*United States*|*91302*|*4652 PARK GRANADA*|*UNIT 174*|**|*CALABASAS*|*CA*|*United States*|*91302*|**|**|**|**|**|**|*One Manager*|*
